phase,t_s,t_unix,error_m,est_n,est_e,truth_n,truth_e
denied,259.026,1789657759.613,32.5394,-498.617,-41.850,-517.017,-68.687
denied,259.126,1789657759.713,32.7317,-498.483,-43.183,-516.940,-70.214
denied,259.226,1789657759.813,32.9462,-498.321,-44.741,-516.847,-71.985
denied,259.326,1789657759.913,33.0025,-498.170,-46.186,-516.765,-73.450
denied,259.428,1789657760.015,33.1098,-498.015,-47.627,-516.677,-74.976
denied,259.526,1789657760.113,33.2547,-497.865,-48.958,-516.588,-76.441
denied,259.627,1789657760.214,33.3971,-497.715,-50.290,-516.496,-77.905
denied,259.726,1789657760.313,33.4553,-497.547,-51.733,-516.400,-79.370
denied,259.826,1789657760.412,33.6487,-497.386,-53.062,-516.297,-80.895
denied,259.926,1789657760.513,33.7565,-497.213,-54.502,-516.189,-82.419
denied,260.025,1789657760.612,34.1393,-497.045,-55.834,-516.060,-84.188
denied,260.127,1789657760.713,34.2848,-496.874,-57.162,-515.949,-85.651
denied,260.226,1789657760.813,34.3459,-496.689,-58.599,-515.834,-87.114
denied,260.328,1789657760.915,34.5438,-496.515,-59.919,-515.711,-88.637
denied,260.426,1789657761.013,34.7441,-496.338,-61.235,-515.585,-90.161
denied,260.526,1789657761.113,34.8601,-496.148,-62.659,-515.454,-91.685
denied,260.627,1789657761.214,35.0616,-495.961,-63.976,-515.319,-93.209
denied,260.726,1789657761.313,35.1335,-495.756,-65.401,-515.186,-94.673
denied,260.827,1789657761.413,35.2845,-495.567,-66.719,-515.050,-96.137
denied,260.926,1789657761.513,35.6788,-495.362,-68.040,-514.881,-97.907
denied,261.027,1789657761.614,35.8802,-495.158,-69.360,-514.730,-99.432
denied,261.126,1789657761.713,35.9500,-494.932,-70.793,-514.582,-100.897
denied,261.226,1789657761.813,36.0586,-494.711,-72.116,-514.437,-102.301
denied,261.326,1789657761.913,36.1739,-494.469,-73.557,-514.276,-103.827
denied,261.425,1789657762.012,36.3679,-494.243,-74.890,-514.111,-105.352
denied,261.525,1789657762.112,36.4852,-493.988,-76.331,-513.942,-106.876
denied,261.626,1789657762.213,36.8710,-493.753,-77.661,-513.741,-108.644
denied,261.726,1789657762.312,36.7463,-493.496,-79.103,-513.600,-109.862
denied,261.825,1789657762.412,36.9448,-493.251,-80.430,-513.420,-111.384
denied,261.926,1789657762.513,37.2478,-492.990,-81.864,-513.208,-113.148
denied,262.030,1789657762.617,37.3488,-492.748,-83.187,-513.036,-114.545
denied,262.126,1789657762.713,37.5466,-492.498,-84.508,-512.845,-116.064
denied,262.226,1789657762.812,37.6158,-492.231,-85.935,-512.660,-117.521
denied,262.326,1789657762.913,37.7683,-491.985,-87.247,-512.470,-118.977
denied,262.427,1789657763.014,38.0313,-491.714,-88.662,-512.246,-120.675
denied,262.525,1789657763.112,38.2317,-491.465,-89.968,-512.041,-122.190
denied,262.625,1789657763.212,38.3068,-491.187,-91.384,-511.842,-123.645
denied,262.726,1789657763.312,38.4658,-490.925,-92.688,-511.639,-125.100
denied,262.826,1789657763.413,38.5868,-490.638,-94.106,-511.425,-126.616
denied,262.927,1789657763.514,38.8687,-490.386,-95.308,-511.206,-128.131
denied,263.027,1789657763.614,39.2567,-490.106,-96.621,-510.948,-129.888
denied,263.127,1789657763.714,39.4545,-489.827,-97.935,-510.722,-131.403
denied,263.227,1789657763.814,39.4287,-489.533,-99.246,-510.539,-132.614
denied,263.326,1789657763.913,39.3919,-489.175,-100.883,-510.306,-134.128
denied,263.428,1789657764.015,39.6939,-488.881,-102.184,-510.051,-135.762
denied,263.526,1789657764.112,39.8428,-488.554,-103.576,-509.811,-137.275
denied,263.626,1789657764.213,40.0109,-488.255,-104.870,-509.577,-138.726
denied,263.727,1789657764.314,40.1738,-487.959,-106.166,-509.340,-140.178
denied,263.826,1789657764.413,40.4947,-487.621,-107.570,-509.049,-141.931
denied,263.928,1789657764.515,40.6288,-487.283,-108.976,-508.795,-143.442
denied,264.026,1789657764.613,40.8359,-486.974,-110.273,-508.537,-144.952
denied,264.127,1789657764.713,40.9244,-486.622,-111.682,-508.287,-146.401
denied,264.236,1789657764.823,41.0423,-486.297,-112.983,-508.044,-147.790
denied,264.335,1789657764.922,41.3847,-485.971,-114.285,-507.744,-149.479
denied,264.436,1789657765.023,41.5177,-485.605,-115.695,-507.472,-150.987
denied,264.535,1789657765.122,41.7256,-485.269,-116.995,-507.198,-152.494
denied,264.636,1789657765.223,41.8544,-484.904,-118.404,-506.920,-154.000
denied,264.735,1789657765.322,42.0643,-484.553,-119.705,-506.638,-155.505
denied,264.836,1789657765.423,42.1499,-484.177,-121.111,-506.365,-156.948
denied,264.936,1789657765.523,42.3895,-483.858,-122.299,-506.089,-158.391
denied,265.037,1789657765.623,42.4822,-483.476,-123.695,-505.810,-159.833
denied,265.137,1789657765.724,42.6481,-483.126,-124.983,-505.528,-161.274
denied,265.236,1789657765.823,42.7858,-482.741,-126.376,-505.232,-162.774
denied,265.335,1789657765.922,43.0000,-482.378,-127.663,-504.931,-164.274
denied,265.435,1789657766.022,43.3132,-481.986,-129.059,-504.579,-166.012
denied,265.535,1789657766.122,43.5249,-481.616,-130.347,-504.272,-167.511
denied,265.636,1789657766.223,43.6186,-481.209,-131.742,-503.974,-168.948
denied,265.736,1789657766.323,43.8294,-480.837,-133.027,-503.661,-170.445
denied,265.835,1789657766.422,44.0011,-480.456,-134.309,-503.357,-171.881
denied,265.935,1789657766.522,44.1465,-480.038,-135.694,-503.038,-173.376
denied,266.035,1789657766.622,44.3584,-479.657,-136.976,-502.715,-174.870
denied,266.135,1789657766.722,44.4576,-479.231,-138.363,-502.402,-176.305
denied,266.244,1789657766.831,44.6313,-478.837,-139.641,-502.086,-177.738
denied,266.344,1789657766.931,44.9036,-478.411,-141.026,-501.714,-179.410
denied,266.445,1789657767.032,45.0788,-478.004,-142.305,-501.391,-180.842
denied,266.544,1789657767.131,45.1039,-477.536,-143.794,-501.066,-182.273
denied,266.645,1789657767.232,45.3629,-477.133,-145.069,-500.710,-183.823
denied,266.744,1789657767.331,45.4742,-476.676,-146.445,-500.379,-185.253
denied,266.846,1789657767.433,45.6956,-476.259,-147.716,-500.030,-186.742
denied,266.945,1789657767.532,45.7964,-475.811,-149.094,-499.693,-188.171
denied,267.044,1789657767.631,46.0196,-475.385,-150.364,-499.338,-189.658
denied,267.144,1789657767.731,46.2433,-474.957,-151.631,-498.981,-191.144
denied,267.244,1789657767.831,46.6348,-474.533,-152.900,-498.562,-192.868
denied,267.344,1789657767.931,46.7727,-474.097,-154.166,-498.227,-194.234
denied,267.445,1789657768.032,46.8796,-473.627,-155.537,-497.874,-195.659
denied,267.546,1789657768.133,47.0597,-473.191,-156.799,-497.519,-197.083
denied,267.646,1789657768.232,47.2177,-472.714,-158.159,-497.145,-198.565
denied,267.745,1789657768.331,47.5714,-472.275,-159.417,-496.723,-200.225
denied,267.844,1789657768.431,47.7252,-471.795,-160.779,-496.343,-201.706
denied,267.944,1789657768.531,47.9112,-471.341,-162.035,-495.976,-203.128
denied,268.044,1789657768.631,48.0682,-470.853,-163.394,-495.589,-204.608
denied,268.148,1789657768.735,48.2255,-470.361,-164.751,-495.200,-206.088
denied,268.245,1789657768.832,48.4140,-469.895,-166.005,-494.823,-207.508
denied,268.345,1789657768.932,48.5981,-469.432,-167.260,-494.443,-208.928
denied,268.450,1789657769.037,49.0394,-468.962,-168.514,-493.964,-210.701
denied,268.544,1789657769.131,49.1599,-468.449,-169.867,-493.577,-212.119
denied,268.644,1789657769.231,49.3878,-467.978,-171.117,-493.171,-213.596
denied,268.744,1789657769.331,49.5095,-467.459,-172.467,-492.779,-215.012
denied,268.844,1789657769.431,49.7018,-466.977,-173.711,-492.384,-216.429
denied,268.945,1789657769.532,49.7809,-466.447,-175.113,-491.985,-217.844
denied,269.045,1789657769.632,49.9115,-465.913,-176.456,-491.584,-219.259
denied,269.144,1789657769.731,50.3617,-465.414,-177.695,-491.079,-221.027
denied,269.244,1789657769.831,50.4815,-464.885,-179.042,-490.671,-222.441
denied,269.345,1789657769.932,50.6735,-464.389,-180.282,-490.260,-223.854
denied,269.445,1789657770.032,50.7993,-463.848,-181.624,-489.847,-225.266
denied,269.544,1789657770.131,50.9895,-463.352,-182.862,-489.431,-226.678
denied,269.650,1789657770.237,51.2832,-462.800,-184.204,-488.941,-228.324
denied,269.750,1789657770.337,51.5189,-462.290,-185.440,-488.501,-229.793
denied,269.850,1789657770.437,51.6848,-461.741,-186.778,-488.058,-231.261
denied,269.950,1789657770.537,51.9239,-461.222,-188.010,-487.611,-232.728
denied,270.049,1789657770.636,52.0918,-460.658,-189.349,-487.162,-234.195
denied,270.150,1789657770.737,52.2820,-460.141,-190.584,-486.727,-235.601
denied,270.251,1789657770.838,52.3744,-459.569,-191.914,-486.308,-236.949
denied,270.350,1789657770.937,52.5721,-459.043,-193.140,-485.868,-238.353
denied,270.450,1789657771.036,52.8642,-458.476,-194.468,-485.351,-239.991
denied,270.550,1789657771.137,53.0657,-457.940,-195.690,-484.904,-241.394
denied,270.649,1789657771.236,53.3049,-457.406,-196.912,-484.436,-242.855
denied,270.749,1789657771.336,53.4351,-456.828,-198.236,-483.984,-244.257
denied,270.850,1789657771.437,53.8011,-456.283,-199.454,-483.452,-245.891
denied,270.950,1789657771.537,53.9611,-455.741,-200.671,-483.013,-247.233
denied,271.050,1789657771.637,54.1648,-455.194,-201.884,-482.551,-248.633
denied,271.150,1789657771.736,54.3438,-454.595,-203.201,-482.067,-250.090
denied,271.249,1789657771.836,54.5454,-454.040,-204.417,-481.599,-251.489
denied,271.350,1789657771.937,54.8828,-453.432,-205.738,-481.029,-253.177
denied,271.454,1789657772.041,55.1228,-452.863,-206.958,-480.535,-254.632
denied,271.551,1789657772.137,55.3609,-452.297,-208.176,-480.038,-256.086
denied,271.650,1789657772.237,55.4606,-451.672,-209.493,-479.577,-257.422
denied,271.750,1789657772.337,55.7028,-451.094,-210.707,-479.074,-258.873
denied,271.850,1789657772.437,55.8374,-450.472,-212.021,-478.587,-260.264
denied,271.949,1789657772.536,56.0399,-449.891,-213.231,-478.098,-261.654
denied,272.050,1789657772.637,56.2203,-449.259,-214.538,-477.586,-263.101
denied,272.149,1789657772.736,56.6166,-448.680,-215.745,-476.988,-264.777
denied,272.249,1789657772.836,56.7200,-448.041,-217.047,-476.510,-266.105
denied,272.350,1789657772.937,56.9633,-447.451,-218.248,-475.988,-267.548
denied,272.450,1789657773.037,57.0635,-446.815,-219.547,-475.505,-268.874
denied,272.550,1789657773.137,57.4287,-446.216,-220.742,-474.912,-270.487
denied,272.649,1789657773.236,57.6509,-445.566,-222.038,-474.359,-271.984
denied,272.749,1789657773.336,57.8911,-444.966,-223.236,-473.823,-273.422
denied,272.849,1789657773.436,58.0789,-444.302,-224.528,-473.284,-274.859
denied,272.950,1789657773.537,58.2878,-443.691,-225.718,-472.764,-276.238
denied,273.049,1789657773.636,58.4720,-443.030,-227.007,-472.218,-277.673
denied,273.150,1789657773.737,58.7251,-442.405,-228.192,-471.669,-279.107
denied,273.250,1789657773.836,58.8762,-441.730,-229.477,-471.138,-280.483
denied,273.349,1789657773.936,59.0854,-441.107,-230.662,-470.605,-281.858
denied,273.449,1789657774.036,59.2435,-440.420,-231.941,-470.068,-283.232
denied,273.551,1789657774.137,59.4948,-439.786,-233.122,-469.505,-284.663
denied,273.651,1789657774.237,59.8393,-439.096,-234.403,-468.848,-286.321
denied,273.749,1789657774.336,60.0562,-438.447,-235.582,-468.301,-287.692
denied,273.849,1789657774.436,60.2117,-437.744,-236.860,-467.751,-289.062
denied,273.950,1789657774.536,60.5765,-437.095,-238.039,-467.105,-290.660
denied,274.050,1789657774.636,60.7366,-436.383,-239.311,-466.548,-292.027
denied,274.151,1789657774.738,60.9529,-435.727,-240.483,-465.987,-293.394
denied,274.250,1789657774.836,61.1100,-435.015,-241.753,-465.424,-294.759
denied,274.349,1789657774.936,61.3300,-434.346,-242.922,-464.858,-296.124
denied,274.449,1789657775.036,61.5257,-433.624,-244.190,-464.264,-297.544
denied,274.549,1789657775.136,61.7421,-432.955,-245.358,-463.692,-298.905
denied,274.649,1789657775.236,62.0914,-432.223,-246.620,-462.996,-300.549
denied,274.750,1789657775.337,62.3431,-431.548,-247.786,-462.392,-301.965
denied,274.851,1789657775.438,62.4682,-430.813,-249.044,-461.834,-303.266
denied,274.952,1789657775.539,62.6713,-430.074,-250.296,-461.224,-304.678
denied,275.049,1789657775.636,62.8896,-429.393,-251.452,-460.635,-306.033
denied,275.149,1789657775.736,63.1451,-428.705,-252.610,-460.018,-307.444
denied,275.249,1789657775.836,63.3117,-427.953,-253.860,-459.423,-308.797
denied,275.349,1789657775.936,63.7126,-427.264,-255.012,-458.700,-310.430
denied,275.457,1789657776.044,63.8810,-426.510,-256.255,-458.098,-311.780
denied,275.563,1789657776.150,64.1427,-425.808,-257.400,-457.467,-313.185
denied,275.662,1789657776.249,64.4347,-425.112,-258.546,-456.808,-314.646
denied,275.762,1789657776.349,64.7015,-424.397,-259.687,-456.170,-316.049
denied,275.862,1789657776.449,64.8723,-423.626,-260.925,-455.555,-317.396
denied,275.963,1789657776.550,65.0917,-422.918,-262.068,-454.936,-318.741
denied,276.063,1789657776.650,65.2864,-422.197,-263.204,-454.341,-320.029
denied,276.171,1789657776.758,65.6923,-421.481,-264.339,-453.585,-321.652
denied,276.271,1789657776.858,65.9177,-420.761,-265.474,-452.956,-322.994
denied,276.371,1789657776.958,65.9732,-419.869,-266.898,-452.325,-324.336
denied,276.471,1789657777.058,66.1479,-419.080,-268.125,-451.689,-325.676
denied,276.571,1789657777.158,66.4688,-418.341,-269.193,-451.024,-327.072
denied,276.671,1789657777.258,66.7215,-417.615,-270.289,-450.383,-328.410
denied,276.771,1789657777.358,67.0521,-416.828,-271.489,-449.630,-329.970
denied,276.872,1789657777.458,67.3382,-416.161,-272.507,-448.981,-331.305
denied,276.971,1789657777.558,67.4778,-415.276,-273.853,-448.303,-332.695
denied,277.072,1789657777.659,67.6608,-414.472,-275.060,-447.648,-334.028
denied,277.172,1789657777.758,67.9420,-413.710,-276.168,-446.964,-335.416
denied,277.272,1789657777.859,68.1764,-412.952,-277.284,-446.303,-336.746
denied,277.372,1789657777.959,68.3913,-412.136,-278.493,-445.612,-338.131
denied,277.472,1789657778.059,68.7944,-411.381,-279.606,-444.806,-339.735
denied,277.571,1789657778.158,68.9793,-410.551,-280.810,-444.136,-341.060
denied,277.671,1789657778.258,69.2101,-409.785,-281.921,-443.464,-342.384
denied,277.771,1789657778.358,69.3920,-408.955,-283.121,-442.788,-343.707
denied,277.874,1789657778.461,69.6298,-408.178,-284.225,-442.110,-345.027
denied,277.971,1789657778.558,69.9839,-407.339,-285.422,-441.287,-346.621
denied,278.071,1789657778.658,70.2179,-406.561,-286.523,-440.602,-347.937
denied,278.171,1789657778.758,70.4074,-405.712,-287.711,-439.915,-349.253
denied,278.271,1789657778.858,70.6753,-404.932,-288.807,-439.196,-350.621
denied,278.372,1789657778.959,70.8651,-404.080,-289.990,-438.504,-351.933
denied,278.471,1789657779.058,71.2398,-403.288,-291.079,-437.692,-353.461
denied,278.571,1789657779.158,71.4630,-402.431,-292.258,-436.963,-354.824
denied,278.671,1789657779.258,71.7025,-401.634,-293.345,-436.261,-356.131
denied,278.771,1789657779.358,71.8991,-400.766,-294.516,-435.556,-357.437
denied,278.871,1789657779.458,72.1706,-399.966,-295.599,-434.819,-358.795
denied,278.971,1789657779.558,72.4012,-399.089,-296.768,-434.079,-360.152
denied,279.071,1789657779.658,72.6918,-398.344,-297.754,-433.365,-361.454
denied,279.171,1789657779.758,73.0172,-397.468,-298.921,-432.529,-362.970
denied,279.275,1789657779.862,73.3110,-396.715,-299.902,-431.809,-364.268
denied,279.380,1789657779.967,73.6001,-395.966,-300.884,-431.086,-365.565
denied,279.481,1789657780.068,73.7968,-395.081,-302.043,-430.360,-366.861
denied,279.581,1789657780.167,74.0042,-394.031,-303.425,-429.510,-368.370
denied,279.684,1789657780.271,74.2082,-393.132,-304.577,-428.778,-369.663
denied,279.783,1789657780.370,74.5302,-392.301,-305.591,-428.013,-371.008
denied,279.880,1789657780.467,74.7969,-391.488,-306.618,-427.275,-372.298
denied,279.981,1789657780.568,75.0522,-390.672,-307.657,-426.534,-373.587
denied,280.080,1789657780.667,75.2590,-389.783,-308.788,-425.791,-374.874
denied,280.180,1789657780.767,75.5471,-388.949,-309.831,-425.014,-376.214
denied,280.281,1789657780.868,75.9142,-388.043,-310.966,-424.108,-377.766
denied,280.382,1789657780.968,76.1623,-387.204,-312.013,-423.356,-379.049
denied,280.481,1789657781.068,76.3408,-386.286,-313.144,-422.633,-380.277
denied,280.581,1789657781.168,76.6528,-385.441,-314.189,-421.812,-381.663
denied,280.680,1789657781.267,76.9074,-384.586,-315.228,-421.051,-382.941
denied,280.781,1789657781.368,77.2454,-383.658,-316.354,-420.160,-384.430
denied,280.881,1789657781.468,77.4524,-382.732,-317.479,-419.394,-385.705
denied,280.980,1789657781.567,77.7025,-381.873,-318.517,-418.625,-386.978
denied,281.080,1789657781.667,77.9571,-381.008,-319.549,-417.853,-388.250
denied,281.180,1789657781.767,78.1981,-380.070,-320.669,-417.046,-389.573
denied,281.281,1789657781.868,78.4510,-379.201,-321.699,-416.268,-390.841
denied,281.380,1789657781.967,78.8230,-378.252,-322.810,-415.325,-392.371
denied,281.480,1789657782.067,79.0746,-377.379,-323.837,-414.542,-393.635
denied,281.580,1789657782.167,79.3214,-376.425,-324.945,-413.723,-394.950
denied,281.680,1789657782.267,79.5786,-375.541,-325.965,-412.934,-396.211
denied,281.781,1789657782.367,79.7916,-374.587,-327.069,-412.143,-397.470
denied,281.881,1789657782.468,80.0818,-373.701,-328.082,-411.315,-398.780
denied,281.981,1789657782.568,80.4931,-372.815,-329.092,-410.352,-400.297
denied,282.080,1789657782.667,80.6247,-371.930,-330.103,-409.685,-401.342
denied,282.185,1789657782.772,80.9320,-370.857,-331.323,-408.714,-402.855
denied,282.285,1789657782.872,81.2218,-369.961,-332.329,-407.874,-404.158
denied,282.385,1789657782.972,81.4877,-368.970,-333.407,-407.031,-405.460
denied,282.488,1789657783.075,81.7110,-367.990,-334.491,-406.218,-406.708
denied,282.585,1789657783.172,81.9810,-367.158,-335.407,-405.437,-407.903
denied,282.685,1789657783.272,82.2301,-366.178,-336.490,-404.584,-409.200
denied,282.785,1789657783.372,82.4975,-365.261,-337.481,-403.763,-410.443
denied,282.885,1789657783.472,82.8426,-364.269,-338.556,-402.801,-411.892
denied,282.985,1789657783.572,83.0747,-363.353,-339.547,-402.008,-413.081
denied,283.085,1789657783.672,83.3051,-362.350,-340.616,-401.177,-414.319
denied,283.186,1789657783.773,83.7107,-361.347,-341.684,-400.135,-415.865
denied,283.285,1789657783.872,83.9734,-360.421,-342.669,-399.298,-417.101
denied,283.385,1789657783.972,84.2704,-359.487,-343.649,-398.423,-418.385
denied,283.485,1789657784.072,84.5654,-358.553,-344.628,-397.545,-419.668
denied,283.585,1789657784.172,84.7641,-357.542,-345.687,-396.734,-420.847
denied,283.685,1789657784.272,85.0327,-356.602,-346.660,-395.886,-422.075
denied,283.785,1789657784.372,85.3572,-355.549,-347.756,-394.892,-423.505
denied,283.885,1789657784.472,85.6145,-354.531,-348.808,-394.001,-424.781
